date,salesperson,customername,carmake,carmodel,caryear,saleprice,commissionrate,commissionearned
2023-05-01,Curtis Terry,Dylan Hill,Honda,Silverado,2012,40632,0.124223682,5047.46
2023-05-01,Tiffany Powell,Mr. Jeffrey Owens,Honda,F-150,2011,43017,0.076903401,3308.15
2023-05-01,Stephen Martinez,Teresa Thomas,Honda,F-150,2018,42549,0.115576743,4917.67
2023-05-01,Thomas Jones,Jeffrey Mitchell,Toyota,Silverado,2017,16935,0.078296196,1325.95
2023-05-01,Jennifer White,Tyler Turner,Ford,Corolla,2017,29661,0.050709074,1504.08
2023-05-01,Victoria Long,Roberto Hale,Nissan,Corolla,2016,46695,0.050143356,2341.44
2023-05-01,Sharon Mason,Christopher Stout,Toyota,F-150,2010,46254,0.121268587,5609.16
2023-05-01,Scott Dawson,William Floyd,Ford,Silverado,2014,44818,0.111359868,4990.93
2023-05-01,Brian Flores,William Walker,Ford,Civic,2011,23849,0.126685965,3021.33
2023-05-01,Melanie Manning,Eric Gonzalez,Ford,Silverado,2012,10430,0.132947949,1386.65
2023-05-01,Michelle Estrada,Brianna Taylor,Chevrolet,F-150,2014,49465,0.121192326,5994.78
2023-05-01,Marcus Washington,Daniel Wilson,Honda,F-150,2022,32628,0.122069732,3982.89
2023-05-01,John Berger,Mikayla Luna,Nissan,Civic,2020,19170,0.101081887,1937.74
2023-05-01,Russell Mcfarland,Michael Rodriguez,Ford,Altima,2013,24636,0.100688444,2480.56
2023-05-01,Scott Dunn,Mrs. Emily Lucas MD,Ford,Corolla,2022,45082,0.145543434,6561.39
2023-05-01,Tanya Gibson,Nancy Rivera,Ford,F-150,2018,20356,0.137423424,2797.39
2023-05-01,Ian Jones,Robin Mejia,Chevrolet,Corolla,2015,49930,0.131332906,6557.45
2023-05-01,Elizabeth Parker,Robert Mays,Nissan,Civic,2022,24147,0.146107727,3528.06
2023-05-01,Richard Jones,Christy Osborne,Ford,Corolla,2022,48544,0.052732185,2559.83
2023-05-01,Anthony Odom,Brittany Mccarthy,Nissan,Civic,2020,27787,0.052397832,1455.98
2023-05-01,Robert Monroe,Dana Thompson,Ford,Civic,2010,38260,0.117690557,4502.84
2023-05-01,Justin Nixon,Terri Carlson,Nissan,Altima,2016,40795,0.146462569,5974.94
2023-05-01,Andrew Perez,Dana Brown,Chevrolet,Silverado,2016,25448,0.108661764,2765.22
2023-05-01,Donna Hooper,Justin Henson,Nissan,Silverado,2021,27452,0.141338662,3880.03
2023-05-01,Tonya Bates,Yvonne Garcia,Ford,Altima,2017,48242,0.134053425,6467.01
2023-05-01,Brittany Moran,Andrew Chambers,Toyota,F-150,2015,42837,0.07544658,3231.91
2023-05-01,Bonnie Tucker,Isabella Hudson,Nissan,F-150,2014,36005,0.106203021,3823.84
2023-05-01,Angela Morales,Tina Wolfe,Ford,Corolla,2011,18930,0.136593446,2585.71
2023-05-01,James Parker,Joshua Jenkins,Honda,Civic,2014,45148,0.128405906,5797.27
2023-05-01,Diana Maldonado,Judith Miranda,Ford,Corolla,2011,40446,0.060191693,2434.51
2023-05-01,Sandra Quinn,Melissa Yu,Chevrolet,F-150,2015,22465,0.050114436,1125.82
2023-05-01,Leah Mayer,Abigail Mccarthy,Toyota,Corolla,2014,18021,0.135980825,2450.51
2023-05-01,Jane Noble,Marilyn Evans,Nissan,Corolla,2013,21218,0.138906917,2947.33
2023-05-01,Mark Shields,Austin Mendez,Honda,F-150,2011,45708,0.078433834,3585.05
2023-05-01,Mrs. Daisy Myers,Jessica Wilson,Ford,Altima,2022,48955,0.081687083,3998.99
2023-05-01,Patrick Garcia,Sophia Smith,Toyota,Altima,2016,41669,0.127245056,5302.17
2023-05-01,Stephanie Middleton,Cassandra Knight,Nissan,Altima,2019,42761,0.090879105,3886.08
2023-05-01,Donna James,Mark Mcgee,Toyota,Corolla,2019,38030,0.111166569,4227.66
2023-05-01,Phillip Thompson,Alison Hebert,Ford,Silverado,2021,15217,0.065255522,992.99
2023-05-01,Leah Santos,Mr. Kevin Watts,Honda,Silverado,2022,41318,0.075290871,3110.87
2023-05-01,Brandi Brown,Theresa Dixon,Toyota,Corolla,2016,38901,0.082117748,3194.46
2023-05-01,Jason Sloan,Anthony Knapp,Toyota,Corolla,2018,36741,0.072836087,2676.07
2023-05-01,John Mccullough,Amanda Patterson,Honda,F-150,2017,13048,0.097300464,1269.58
2023-05-01,Dr. Shane Branch Jr.,Jared Summers,Chevrolet,Civic,2011,48997,0.115649383,5666.47
2023-05-01,Matthew Stephens,Rachel Mendoza,Chevrolet,Silverado,2018,26241,0.109967055,2885.65
2023-05-01,Frederick Goodwin,Shannon Moore,Chevrolet,Silverado,2021,22415,0.097646212,2188.74
2023-05-01,Mark Hunt,Jonathan Robinson,Honda,Civic,2011,15340,0.0686867,1053.65
2023-05-01,Nicholas Romero,Elizabeth Roberts,Toyota,Corolla,2021,39272,0.120047652,4714.51
2023-05-01,Derek Ross,Charles Watson,Chevrolet,Altima,2015,14967,0.113015635,1691.51
2023-05-01,Eric Christensen,Andrew Alvarez,Chevrolet,F-150,2014,22639,0.083063137,1880.47
2023-05-01,Nicole Davis,Shawn Wright,Chevrolet,Silverado,2020,36457,0.147853023,5390.28
2023-05-01,Scott Ortiz,Kristina Mooney,Ford,Altima,2022,44607,0.094189864,4201.53
2023-05-01,Jeffrey Hamilton,Joshua Aguilar,Toyota,Civic,2022,44552,0.121718918,5422.82
2023-05-01,Tonya Young,Colin Delgado,Honda,Silverado,2016,33876,0.060942387,2064.48
2023-05-01,Olivia Simmons,Peter Walker,Honda,Corolla,2015,43770,0.072030303,3152.77
2023-05-01,Michael Barron,Zachary Anderson,Toyota,Civic,2016,28356,0.135778854,3850.15
2023-05-01,Crystal Diaz,Lindsay Jones,Nissan,Civic,2012,20444,0.128092336,2618.72
2023-05-01,Jeffrey Blair,Darren Miller,Ford,Corolla,2020,17859,0.061388568,1096.34
2023-05-01,Daniel Bennett,Tina Santos,Honda,Civic,2015,17327,0.052041223,901.72
2023-05-01,James Warren,Nancy Decker,Chevrolet,F-150,2019,28149,0.100104966,2817.85
2023-05-01,Ann Mclaughlin,David Shelton,Toyota,Silverado,2010,11791,0.086614644,1021.27
2023-05-01,Mark Jensen,Beth Hernandez,Ford,Civic,2020,33534,0.079724407,2673.48
2023-05-01,Shannon Humphrey,Heather Kaufman,Chevrolet,Civic,2016,38604,0.066748302,2576.75
2023-05-01,Alexis Harris,Kathryn Perez,Ford,F-150,2017,45820,0.1001252,4587.74
2023-05-01,Claudia Schwartz,Christopher Pace,Nissan,Corolla,2019,13526,0.059864769,809.73
2023-05-01,Andre Carpenter,Austin House,Honda,F-150,2012,28979,0.099411469,2880.84
2023-05-01,Debra Sullivan,Blake Miller DVM,Nissan,Silverado,2021,21879,0.058013904,1269.29
2023-05-01,Jeremiah Walters,Melissa Edwards,Chevrolet,Silverado,2018,26586,0.073641263,1957.83
2023-05-01,Zachary Burns,Hector Lyons,Nissan,Altima,2019,21036,0.108214892,2276.41
2023-05-01,Angela Gregory,Brian Russell,Nissan,Altima,2021,18181,0.073384496,1334.2
2023-05-01,Rebecca Kim,Daniel Brown,Toyota,Altima,2018,42767,0.090411421,3866.63
2023-05-01,Cristian Campbell,Christina Melendez,Chevrolet,F-150,2019,34449,0.143088974,4929.27
2023-05-01,Christina Gray,Kenneth Walton,Toyota,Altima,2016,15688,0.050780671,796.65
2023-05-01,Denise Nelson,Mark Schmidt,Nissan,Silverado,2020,39480,0.143969433,5683.91
2023-05-01,Carmen Alexander,Danny Williams,Honda,F-150,2010,43160,0.099518058,4295.2
2023-05-01,Dr. Abigail Potter,Justin Harris,Chevrolet,Silverado,2014,13266,0.062520261,829.39
2023-05-01,Alexis Roach,Shannon Porter,Nissan,Silverado,2017,27215,0.100598104,2737.78
2023-05-01,William Silva,Ethan Deleon,Ford,Silverado,2011,49305,0.062967583,3104.62
2023-05-01,Jacqueline White,Dominique Mcdonald,Chevrolet,Silverado,2013,26755,0.070414411,1883.94
2023-05-01,Lisa Fernandez,Robert Pace,Nissan,Civic,2015,17189,0.05641756,969.76
2023-05-01,Grant Hanna,Thomas Thomas,Toyota,Civic,2022,33242,0.105943974,3521.79
2023-05-01,Dalton Lopez,Antonio Mills,Nissan,Altima,2017,34514,0.051413306,1774.48
2023-05-01,Michael Webb,Thomas Moore,Ford,F-150,2014,25978,0.059093853,1535.14
2023-05-01,Alan Owens Jr.,Judy Young,Honda,Civic,2012,19093,0.116505231,2224.43
2023-05-01,Kelly Sandoval,Cindy Cruz,Toyota,Altima,2017,12981,0.138485722,1797.68
2023-05-01,Anthony Fisher,Brittany King,Honda,Altima,2022,48419,0.146000955,7069.22
2023-05-01,Kathleen Vang,Arthur Hawkins,Nissan,Corolla,2020,28777,0.069380646,1996.57
2023-05-01,Vanessa Hopkins,Michelle Hicks,Chevrolet,Corolla,2011,16911,0.104598136,1768.86
2023-05-01,Allison Obrien,Anthony Higgins,Honda,Silverado,2012,30625,0.119634065,3663.79
2023-05-01,Travis Rodriguez,Rebecca Trevino,Toyota,Silverado,2018,27785,0.145125189,4032.3
2023-05-01,Jeremy Andrews,Robert Kennedy,Toyota,Silverado,2021,26027,0.078986696,2055.79
2023-05-01,Andre Reese,Jessica Stevens,Honda,Altima,2010,46738,0.055476352,2592.85
2023-05-01,Samantha Maldonado,Donna Hernandez,Honda,Altima,2021,15666,0.126784618,1986.21
2023-05-01,Antonio Williams,Lisa Fisher,Ford,Altima,2018,45235,0.081352439,3679.98
2023-05-01,Heather Garcia,Trevor Russell,Nissan,Silverado,2022,37005,0.130733458,4837.79
2023-05-01,Jonathan Byrd,Brittany Randall,Toyota,Civic,2016,45416,0.058857636,2673.08
2023-05-01,Kelsey Huff,Rose Adams,Chevrolet,Altima,2012,38097,0.070758887,2695.7
2023-05-01,Hannah Griffith,Jennifer Carter,Chevrolet,Civic,2018,22341,0.059931597,1338.93
2023-05-01,Jennifer Herrera,Amy Singh,Chevrolet,F-150,2018,34739,0.111745978,3881.94
2023-05-01,Matthew Jackson,Matthew Yoder,Ford,Altima,2012,21545,0.135142346,2911.64
2023-05-01,Samuel Carr,Elizabeth Lane,Toyota,Civic,2019,21856,0.07466346,1631.84
2023-05-01,Brandon Payne,Daniel George,Chevrolet,Corolla,2010,36580,0.051281633,1875.88
2023-05-01,Adriana Edwards,Sharon Gonzales,Toyota,Silverado,2011,32183,0.148433262,4777.03
2023-05-01,Eric Wright,Keith Byrd,Chevrolet,Altima,2018,35592,0.094719077,3371.24
2023-05-01,Mark Burgess,Ryan Miller,Toyota,Corolla,2017,14771,0.068931582,1018.19
2023-05-01,Paul Walton,Tammy Reed,Ford,Corolla,2018,23393,0.056975557,1332.83
2023-05-01,Michael Hayes,Rebecca Wong,Toyota,Civic,2022,44421,0.052531778,2333.51
2023-05-01,Nicole Ellis,Jason Garcia,Toyota,Altima,2019,45792,0.149481348,6845.05
2023-05-01,John Ball,Terry Shaw DDS,Toyota,Corolla,2012,44572,0.06447619,2873.83
2023-05-01,Thomas Rodriguez,Jennifer Barron,Honda,Silverado,2015,40388,0.118995091,4805.97
2023-05-01,Kimberly Snow,Michelle Smith,Ford,Silverado,2012,29410,0.077392925,2276.13
2023-05-01,Tamara Knapp,Joshua Miller,Nissan,Corolla,2018,27012,0.060468464,1633.37
2023-05-01,Susan Howell,Aaron Miles,Chevrolet,F-150,2021,17709,0.094322296,1670.35
2023-05-01,Alicia James,Keith Baker,Nissan,Silverado,2014,24640,0.133454378,3288.32
2023-05-01,Rodney Santana,Eric Hartman,Honda,F-150,2017,38950,0.120364694,4688.2
2023-05-01,Mary Liu,Kristin Grant,Toyota,Silverado,2010,18708,0.102605054,1919.54
2023-05-01,Andrew Prince,Jessica Fields,Nissan,Altima,2013,38079,0.102101564,3887.93
2023-05-01,Sharon Harrison,Erika Wyatt,Nissan,Civic,2011,41186,0.07453361,3069.74
2023-05-01,Janice Medina,Stephen Rogers,Nissan,F-150,2012,43288,0.072524601,3139.44
2023-05-01,Cynthia Sanchez,Angela Smith,Nissan,Corolla,2013,27970,0.138471977,3873.06
2023-05-01,Anne Barber,Joseph Anderson,Chevrolet,Corolla,2021,20895,0.11709142,2446.63
2023-05-01,Theresa Zavala,Jeremiah Kirby,Toyota,Corolla,2010,11125,0.141833433,1577.9
2023-05-01,Mallory Hoffman,Chase Gray,Chevrolet,Silverado,2013,43616,0.136887599,5970.49
2023-05-01,Scott Lee,James Ewing,Toyota,F-150,2020,16116,0.146025528,2353.35
2023-05-01,Crystal Fox,Tyler Valencia,Nissan,F-150,2012,16119,0.053281587,858.85
2023-05-01,Veronica Horn,Nathaniel Jennings,Honda,F-150,2020,41686,0.132559198,5525.86
2023-05-01,Mike Berry,Erica Schroeder,Nissan,F-150,2013,47377,0.122082631,5783.91
2023-05-01,Carrie Nelson,Jeremy Anderson,Chevrolet,Altima,2016,46466,0.118314955,5497.62
2023-05-01,Chase Silva,Kathleen Mendoza,Toyota,F-150,2018,43226,0.053493232,2312.3
2023-05-01,John Montgomery,Julian Griffith,Chevrolet,Civic,2020,27042,0.139615184,3775.47
2023-05-01,William Collins,Marcus Petersen,Honda,Civic,2020,44887,0.066289942,2975.56
2023-05-01,Terry Jones,Robert Palmer,Honda,Civic,2017,35937,0.057705225,2073.75
2023-05-01,Dawn Lowe,James Frey,Ford,F-150,2013,33632,0.095593161,3214.99
2023-05-01,Whitney Williams,Lauren Hernandez,Honda,Altima,2013,38929,0.119755386,4661.96
2023-05-01,Russell Garcia,Tyrone Miller,Nissan,Civic,2010,10584,0.091400768,967.39
2023-05-01,Mr. Justin Boyd,Jennifer Smith,Toyota,Silverado,2019,11571,0.082699086,956.91
2023-05-01,Michael Davies,John Fuller,Ford,Silverado,2019,44213,0.115409291,5102.59
2023-05-01,Mark Torres,Tiffany Terry,Nissan,F-150,2014,21505,0.06661963,1432.66
2023-05-01,Donald Duncan,Wayne Simmons,Chevrolet,F-150,2022,44935,0.102215183,4593.04
2023-05-01,Shelly Bishop,Tyler Dixon,Ford,Altima,2017,49656,0.137128316,6809.24
2023-05-01,Rachel Grant,Jessica Johnson,Toyota,Corolla,2015,49482,0.132219213,6542.47
2023-05-01,Jose Morris,Nancy Bishop,Honda,Silverado,2022,42418,0.099139789,4205.31
2023-05-01,Elizabeth Williams,Kevin Gomez,Honda,Altima,2016,32406,0.127378378,4127.82
2023-05-01,Matthew Lopez,Mary Simon,Nissan,Civic,2015,13913,0.067024932,932.52
2023-05-01,Allison Wilkerson,Alexander Ford,Ford,Corolla,2015,10379,0.13973925,1450.35
2023-05-01,Anthony Moreno,Anthony Jarvis,Honda,Corolla,2011,45770,0.097481522,4461.73
2023-05-01,Jim Smith,Brian Boyd,Nissan,Civic,2021,44609,0.080406988,3586.88
2023-05-01,Colleen Moore,Christine Glover,Ford,Altima,2015,44414,0.061750779,2742.6
2023-05-01,Jennifer Key,Dr. James Steele Jr.,Nissan,Civic,2013,25651,0.129523366,3322.4
2023-05-01,Hunter Watts,Jeffrey Collins,Ford,Civic,2022,31266,0.147588815,4614.51
2023-05-01,Christine Taylor,Anthony Becker,Toyota,Civic,2013,32393,0.095209408,3084.12
2023-05-01,David Murray,Jessica Lynch,Toyota,Silverado,2020,45617,0.130410825,5948.95
2023-05-01,Rebecca Daniel,William Gross,Ford,F-150,2018,40921,0.131277734,5372.02
2023-05-01,Charles Young,Nicholas Howe,Honda,Silverado,2013,25478,0.054837034,1397.14
2023-05-01,Jessica Haley,Amy Baldwin,Ford,Altima,2013,45183,0.107934996,4876.83
2023-05-01,Michael Horne,Elizabeth Brown,Toyota,Silverado,2015,34154,0.145111869,4956.15
2023-05-01,Alexis Garza,Barry Mason,Nissan,Silverado,2016,26329,0.080497474,2119.42
2023-05-01,Kelly Hanson,Jonathan Washington,Honda,Silverado,2014,29230,0.067755094,1980.48
2023-05-01,Sylvia Morrison,Jeremy Wright,Nissan,F-150,2013,19217,0.122414618,2352.44
2023-05-01,Tara Larson,Kayla Gill,Chevrolet,F-150,2022,29094,0.050640577,1473.34
2023-05-01,Jacob Campos,Rebecca Mahoney,Chevrolet,Silverado,2019,40599,0.0881577,3579.11
2023-05-01,Emily Taylor,Jeremy Decker,Nissan,Silverado,2014,40264,0.077605654,3124.71
2023-05-01,Angela Harris,William Ford,Honda,Corolla,2018,28205,0.098029708,2764.93
2023-05-01,Tanya Trujillo,Nicole Rivas,Ford,Altima,2012,46379,0.056557523,2623.08
2023-05-01,Joshua Brown,Jason Garrison,Toyota,Altima,2015,10478,0.142262188,1490.62
2023-05-01,Michael Leonard,Crystal Cruz,Ford,Corolla,2014,35045,0.066420002,2327.69
2023-05-01,Robert Glenn,Chelsea Harrell,Chevrolet,Silverado,2016,14472,0.05774428,835.68
2023-05-01,Sarah Newton,Amy Smith,Toyota,Altima,2022,32151,0.057732905,1856.17
2023-05-01,Patty Lewis,David Massey,Nissan,Civic,2019,22270,0.131167193,2921.09
2023-05-01,Kirsten Ward,Andrew Lucas,Honda,Corolla,2013,16406,0.073711347,1209.31
2023-05-01,Alyssa Greene,Melissa Martinez,Honda,F-150,2014,18610,0.127292737,2368.92
2023-05-01,Mark Lyons,Joel Myers,Toyota,Silverado,2016,17900,0.121472838,2174.36
2023-05-01,Aaron Stevens,Larry Alvarez,Nissan,F-150,2022,23805,0.096114299,2288.0
2023-05-01,Stephanie Collins,Seth Rose,Ford,Corolla,2017,27839,0.124926501,3477.83
2023-05-01,Nicole Jimenez,Meghan Griffin,Ford,Silverado,2019,24058,0.144681009,3480.74
2023-05-01,Lucas Valdez,Debra Moore,Chevrolet,Civic,2015,11702,0.083182572,973.4
2023-05-01,Carl Hart,James Melton,Toyota,F-150,2014,22627,0.082478795,1866.25
2023-05-01,Troy Johnson,Richard Berry,Chevrolet,Corolla,2022,35429,0.138187816,4895.86
2023-05-01,Hunter Campbell,Heather Ellis,Toyota,Corolla,2017,33650,0.072565854,2441.84
2023-05-01,Cassie Vaughan,Tracy Beard,Chevrolet,Corolla,2016,39885,0.077265657,3081.74
2023-05-01,Bobby Walker,Brian Burton,Honda,Civic,2018,13085,0.080622701,1054.95
2023-05-01,Vanessa Lindsey,Mary Walker,Nissan,Altima,2012,30232,0.087292457,2639.03
2023-05-01,Calvin Mata,Blake Smith,Toyota,Civic,2017,10250,0.104219386,1068.25
2023-05-01,Richard Foster,Benjamin Bernard,Honda,Altima,2016,48899,0.105810509,5174.03
2023-05-01,Nathan Jackson,Diana Walsh,Nissan,F-150,2017,42725,0.066930345,2859.6
2023-05-01,Tina Lin,Michael George,Honda,Silverado,2013,24760,0.148215465,3669.81
2023-05-01,Benjamin Dixon PhD,Kathleen Li,Nissan,Altima,2012,39594,0.06186847,2449.62
2023-05-01,William Reyes,Alex Craig,Chevrolet,Silverado,2018,21118,0.072783534,1537.04
2023-05-01,John Mullins Jr.,Samantha Robles,Ford,F-150,2010,26872,0.122955835,3304.07
2023-05-01,Brett Hammond,Joseph Rodriguez,Ford,Civic,2022,15629,0.084445118,1319.79
2023-05-01,Kimberly Gray,Jennifer Roberts,Nissan,F-150,2016,39508,0.062655906,2475.41
2023-05-01,Eric Ward,Courtney Murphy,Toyota,Altima,2016,40559,0.119570918,4849.68
2023-05-01,Tracy Dorsey,Claire Edwards,Ford,Silverado,2016,46361,0.084909595,3936.49
2023-05-01,Joshua Garcia,Christina Perry,Ford,Altima,2012,16495,0.054296381,895.62
2023-05-01,Dustin Ayers,Lindsay Lee,Nissan,F-150,2012,15609,0.059761747,932.82
2023-05-01,Peter Fox,Julia Small,Honda,Silverado,2010,41266,0.080120146,3306.24
2023-05-01,Miss Emily Small,Christopher Rodriguez,Chevrolet,F-150,2012,48491,0.135966786,6593.17
2023-05-01,Melissa Valdez,Donna Benson,Toyota,Civic,2020,41322,0.101694548,4202.22
2023-05-01,Stephanie Weber,Nathan Martin,Toyota,Silverado,2021,26049,0.115917283,3019.53
2023-05-01,Gwendolyn Wall,Dr. William Ross,Toyota,Civic,2020,18357,0.079283985,1455.42
2023-05-01,Dylan Harris,Jeanne Blair,Toyota,Corolla,2016,26422,0.147408648,3894.83
2023-05-01,Rebecca Hamilton,Patrick Hernandez,Chevrolet,Corolla,2011,40201,0.137389664,5523.2
2023-05-01,Robert Wiggins,Cassandra Pena,Ford,Corolla,2013,29059,0.056029363,1628.16
2023-05-01,John Wall,Andrew Miller,Chevrolet,Altima,2019,22600,0.141872116,3206.31
2023-05-01,Andrea Browning,Rebecca Stewart,Ford,Altima,2011,16364,0.136573223,2234.88
2023-05-01,Miguel Clark,Julie Lawrence,Chevrolet,Civic,2017,15524,0.051522047,799.83
2023-05-01,Todd Snow,Elizabeth Pham,Honda,Civic,2017,44714,0.107449781,4804.51
2023-05-01,Allison Mendez DVM,David Sweeney,Chevrolet,F-150,2012,33268,0.137542547,4575.77
2023-05-01,Frederick Arias,Erica Davis,Nissan,Corolla,2013,45325,0.085001647,3852.7
2023-05-01,Judy Aguirre,Savannah Alvarez,Toyota,Silverado,2010,30204,0.127102865,3839.01
2023-05-01,Lisa Johnson,Curtis Vargas,Honda,F-150,2017,26247,0.122109935,3205.02
2023-05-01,Kathleen Jackson,David Garrison,Ford,Altima,2021,25000,0.095563627,2389.09
2023-05-01,Michael Hall,Jesse Chen,Honda,Altima,2010,39918,0.106651231,4257.3
2023-05-01,Jessica Travis,Patricia Buckley,Ford,Altima,2018,23633,0.094766754,2239.62
2023-05-01,Jordan Campbell,Jessica Munoz,Nissan,Silverado,2012,19285,0.068950735,1329.71
2023-05-01,Cassandra Snow,Holly Brown,Toyota,Civic,2020,29304,0.05526236,1619.41
2023-05-01,Megan Cross,Virginia Wells,Ford,Silverado,2017,16623,0.095262512,1583.55
2023-05-01,Rachel Wright,Heather Webb,Ford,Silverado,2014,31875,0.065517051,2088.36
2023-05-01,Jasmin Pearson,Hannah Grant,Nissan,Civic,2014,29848,0.099310299,2964.21
2023-05-01,William Stevenson,James Carpenter,Honda,Altima,2010,16825,0.061679981,1037.77
2023-05-01,Cheryl Walters,Tracy Morris,Honda,F-150,2016,28996,0.060829427,1763.81
2023-05-01,David Mitchell,Douglas Brennan,Toyota,Civic,2012,40889,0.08221064,3361.51
2023-05-01,Colleen Hunt,Christopher Gonzalez,Honda,Corolla,2021,33476,0.063640887,2130.44
2023-05-01,Leslie Brown,Megan Ramsey,Honda,F-150,2010,38998,0.082207708,3205.94
2023-05-01,Lindsey Burns,Brian Martinez,Toyota,Altima,2019,22784,0.097772269,2227.64
2023-05-01,Jacob Brown,Matthew Hawkins,Nissan,Silverado,2011,16330,0.120264815,1963.92
2023-05-01,Andre Arellano,Nancy Hester,Nissan,F-150,2022,21452,0.065500703,1405.12
2023-05-01,Yvette Henderson,Aaron Hernandez,Ford,Civic,2014,26634,0.136935604,3647.14
2023-05-01,Susan Jenkins,Jason Young,Ford,Altima,2010,37278,0.139980731,5218.2
2023-05-01,Edwin Mclean,Patrick Johnson,Toyota,Altima,2015,34482,0.091634588,3159.74
2023-05-01,Heather Mccall,Paige Hayes,Ford,Civic,2016,10121,0.093181514,943.09
2023-05-01,Troy Barber,Andrew Faulkner,Toyota,Corolla,2010,27276,0.079591651,2170.94
2023-05-01,John Ware,Hannah Hicks,Honda,Corolla,2011,18234,0.113966546,2078.07
2023-05-01,Alexis Jacobs,Michael Campbell,Ford,Corolla,2022,10138,0.091524021,927.87
2023-05-01,Timothy Davis,Scott Mercer,Chevrolet,Civic,2019,37153,0.103873182,3859.2
2023-05-01,Michael Russo,Robert Dean,Ford,Civic,2016,22359,0.141770034,3169.84
2023-05-01,Craig Collier,Kenneth Warren,Toyota,Silverado,2018,10167,0.057192499,581.48
2023-05-01,Krystal Schaefer,Teresa Tate,Nissan,F-150,2021,32745,0.068139558,2231.23
2023-05-01,Diane Rice,Sydney Butler,Toyota,Silverado,2017,35991,0.084931174,3056.76
2023-05-01,Chelsea Gill,Russell Fletcher,Honda,F-150,2014,36583,0.074304712,2718.29
2023-05-01,Katie Anthony,Kevin Sawyer,Chevrolet,Silverado,2012,44656,0.072378376,3232.13
2023-05-01,Jason Bell,John Carroll MD,Ford,Silverado,2011,36732,0.130179476,4781.75
2023-05-01,Frank Mendoza,Sharon Bridges,Ford,Silverado,2020,40211,0.136228117,5477.87
2023-05-01,Andrea Adams,Julie Sexton,Nissan,Corolla,2010,37494,0.077765385,2915.74
2023-05-01,Anna Peters,Justin Sharp,Honda,Corolla,2012,17561,0.120759513,2120.66
2023-05-01,Brent Carroll,Kathleen Perry,Chevrolet,Corolla,2017,10923,0.066055647,721.53
2023-05-01,Jennifer Perez,Kayla Peters,Toyota,Corolla,2021,23802,0.052134331,1240.9
2023-05-01,Heather Walker,Todd Smith,Toyota,F-150,2017,24350,0.145195917,3535.52
2023-05-01,Luis Hanson,Daniel Taylor,Toyota,Silverado,2020,32726,0.11123349,3640.23
2023-05-01,David Shields,Darrell Thompson,Nissan,Altima,2022,44631,0.065651919,2930.11
2023-05-01,Rachel Andrews,Robert Green,Toyota,Silverado,2010,21915,0.103271102,2263.19
2023-05-01,David Martinez,Tracy Parker,Nissan,Altima,2014,43414,0.114586623,4974.66
2023-05-01,Elizabeth Carson,Diane Richardson,Honda,Civic,2011,47629,0.107288198,5110.03
2023-05-01,Laura Frank,Debra Morrison,Chevrolet,Civic,2017,13179,0.063377107,835.25
2023-05-01,Alexandra Wilson,Gregory Chavez,Honda,Corolla,2022,27145,0.112519515,3054.34
2023-05-01,Nicole Pratt,Kyle Monroe,Honda,F-150,2010,33545,0.07477189,2508.22
2023-05-01,Mrs. Leah Cruz MD,Jennifer Wells,Chevrolet,F-150,2010,16663,0.076532618,1275.26
2023-05-01,Amanda Melton DDS,Jane Cole,Honda,Civic,2015,33310,0.096332865,3208.85
2023-05-01,Crystal Christian,Julie Gonzales,Honda,Silverado,2011,12603,0.080434823,1013.72
2023-05-01,Christopher Paul,Valerie White,Ford,Corolla,2020,48431,0.149271611,7229.37
2023-05-01,Randy Sherman,Kenneth Brooks,Toyota,Corolla,2012,27117,0.11419346,3096.58
2023-05-01,Lee Mason,Denise Simmons,Chevrolet,Corolla,2017,46454,0.061178709,2842.0
2023-05-01,Jennifer Smith,Shirley Wright,Honda,Corolla,2021,44958,0.121928748,5481.67
2023-05-01,Ashley Frye,Holly Bender,Ford,Silverado,2013,38282,0.072425936,2772.61
2023-05-01,Joseph Perez,Mark Cummings,Honda,F-150,2014,43932,0.128881485,5662.02
2023-05-01,Mitchell Clark,Pamela Becker,Chevrolet,Corolla,2019,10231,0.097015236,992.56
2023-05-01,Tiffany Whitney,Christina Hernandez,Chevrolet,Corolla,2021,21735,0.113627866,2469.7
2023-05-01,Meghan Chavez,Barbara Bowers,Toyota,Civic,2017,41708,0.082785078,3452.8
2023-05-01,Robert Carson,Gabriel Gomez,Ford,Altima,2011,17271,0.106453509,1838.56
2023-05-01,Dawn Jones,Kim Thompson,Toyota,Silverado,2022,13475,0.146553204,1974.8
2023-05-01,Aaron Jones,Michael Thomas,Toyota,F-150,2020,43508,0.123910569,5391.1
2023-05-01,Lee Mcintosh,Michael Byrd,Chevrolet,Silverado,2020,12138,0.077123626,936.13
2023-05-01,Scott Johnson,Dustin Brown,Honda,Altima,2013,49058,0.055976371,2746.09
2023-05-01,Taylor Murphy,Rachel Richardson,Honda,Corolla,2016,17403,0.061526747,1070.75
2023-05-01,Stacy Robertson,Eric Riley,Chevrolet,Altima,2015,31619,0.124421823,3934.09
2023-05-01,Jeffrey Knox,Susan Brennan,Toyota,Corolla,2017,29167,0.125572711,3662.58
2023-05-01,Jennifer Peterson,Diana Butler,Honda,F-150,2012,17419,0.098998807,1724.46
2023-05-01,Brittany Mann,Eric Tran,Ford,F-150,2017,42690,0.06072678,2592.43
